int,string,string,string,int,int
001974,倔,h,p-s-hz-h-p-sz-s-s-sz-s,2,029
001975,徒,h,p-p-s-h-s-h-s-h-p-n,2,040
001976,徐,j,p-p-s-p-n-h-h-sg-p-d,2,040
001977,殷,t,p-p-hz-h-h-hzg-p-hzw-hp-n,2,117
001978,舰,m,p-p-hzg-d-h-d-s-hz-p-swg,2,186
001979,舱,j,p-p-hzg-d-h-d-p-n-hzg-swg,2,186
001980,般,s,p-p-hzg-d-h-d-p-hzw-hp-n,2,186
001981,航,s,p-p-hzg-d-h-d-d-h-p-hzwg,2,186
001982,途,j,p-n-h-h-sg-p-d-d-hzzp-n,8,043
001983,拿,h,p-n-h-s-hz-h-p-h-h-sg,3,116
001984,耸,j,p-d-p-n-h-s-s-h-h-h,3,168
001985,爹,h,p-d-p-n-p-hp-d-p-hp-d,3,092
001986,舀,h,p-d-d-p-p-s-h-hz-h-h,3,172
001987,爱,t,p-d-d-p-d-hp-h-p-hp-n,5,130
001988,豺,j,p-d-d-p-wg-p-p-h-sg-p,2,214
001989,豹,s,p-d-d-p-wg-p-p-p-hzg-d,2,214
001990,颁,s,p-d-hzg-p-h-p-s-hz-p-d,2,179
001991,颂,m,p-d-pz-d-h-p-s-hz-p-d,2,179
001992,翁,t,p-n-pz-d-hzg-d-t-hzg-d-t,3,190
001993,胰,t,p-hzg-h-h-h-hz-h-szzg-p-n,2,129
001994,脆,j,p-hzg-h-h-p-hp-h-p-hzg-swg,2,129
001995,脂,j,p-hzg-h-h-p-swg-s-hz-h-h,2,129
001996,胸,j,p-hzg-h-h-p-hzg-p-d-sz-s,2,129
001997,胳,m,p-hzg-h-h-p-hp-n-s-hz-h,2,129
001998,脏,j,p-hzg-h-h-d-h-p-h-s-h,2,129
001999,脐,m,p-hzg-h-h-d-h-p-n-p-s,2,129
002000,胶,m,p-hzg-h-h-d-h-p-d-p-n,2,129
002001,脑,h,p-hzg-h-h-d-h-p-d-sz-s,2,129
002002,脓,h,p-hzg-h-h-d-hp-p-st-p-n,2,129
002003,逛,m,p-wg-p-h-h-s-h-d-hzzp-n,8,043
002004,狸,h,p-wg-p-s-hz-h-h-s-h-h,2,061
002005,狼,h,p-wg-p-d-hz-h-h-st-p-n,2,061
002006,卿,m,p-st-p-hz-h-h-st-d-hzg-s,4,023
002007,逢,s,p-hp-n-h-h-h-s-d-hzzp-n,8,043
002008,鸵,h,p-hzg-d-szzg-t-d-d-hp-p-swg,2,148
002009,留,h,p-st-d-hzg-p-s-hz-h-s-h,3,155
002010,鸳,t,p-hp-d-hzg-swg-p-hzg-d-szzg-h,3,148
002011,皱,j,p-hp-hz-h-h-hp-p-s-hp-n,2,149
002012,饿,m,p-hp-st-p-h-sg-t-xg-p-d,2,065
002013,馁,h,p-hp-st-p-d-d-p-pd-p-h,2,065
002014,凌,h,d-t-h-s-h-p-d-p-hp-n,2,012
002015,凄,s,d-t-h-hz-h-h-s-pd-p-h,2,012
002016,恋,h,d-h-s-s-p-d-d-xg-d-d,3,125
002017,桨,m,d-t-s-p-hp-d-h-s-p-n,3,102
002018,浆,s,d-t-s-p-hp-d-sg-hp-p-n,3,118
002019,衰,j,d-h-s-hz-h-h-p-st-p-n,5,187
002020,衷,h,d-h-s-hz-h-s-p-st-p-n,5,187
002021,高,m,d-h-s-hz-h-s-hzg-s-hz-h,5,245
002022,郭,m,d-h-s-hz-h-hp-sg-t-hpwg-s,2,020
002023,席,j,d-h-p-h-s-s-h-s-hzg-s,7,055
002024,准,t,d-t-p-s-d-h-h-h-s-h,2,012
002025,座,j,d-h-p-p-d-p-d-h-s-h,7,051
002026,症,j,d-h-p-d-t-h-s-h-s-h,7,147
002027,病,s,d-h-p-d-t-h-s-hzg-p-d,7,147
002028,疾,h,d-h-p-d-t-p-h-h-p-n,7,147
002029,斋,j,d-h-p-n-h-p-s-hzg-s-s,3,123
002030,疹,j,d-h-p-d-t-p-n-p-p-p,7,147
002031,疼,h,d-h-p-d-t-p-hp-n-d-d,7,147
002032,疲,s,d-h-p-d-t-hp-p-s-hp-n,7,147
002033,脊,m,d-t-p-d-p-n-s-hzg-h-h,3,129
002034,效,s,d-h-p-d-p-d-p-h-p-n,2,109
002035,离,h,d-h-p-d-sz-s-s-hzg-pz-d,5,033
002036,紊,j,d-h-p-n-pz-pz-d-sg-p-d,3,191
002037,唐,h,d-h-p-hz-h-h-s-s-hz-h,7,051
002038,瓷,j,d-t-p-hp-p-n-h-st-hzwg-d,3,119
002039,资,j,d-t-p-hp-p-n-s-hz-p-d,3,082
002040,凉,h,d-t-d-h-s-hz-h-sg-p-d,2,012
002041,站,h,d-h-d-p-t-s-h-s-hz-h,2,141
002042,剖,j,d-h-d-p-h-s-hz-h-s-sg,2,016
002043,竞,m,d-h-d-p-h-s-hz-h-p-swg,5,141
002044,部,s,d-h-d-p-h-s-hz-h-hpwg-s,2,020
002045,旁,s,d-h-d-p-d-hp-d-h-hzg-p,5,090
002046,旅,h,d-h-hzg-p-p-h-p-st-p-n,2,090
002047,畜,h,d-h-pz-pz-d-s-hz-h-s-h,3,155
002048,阅,t,d-s-hzg-d-p-s-hz-h-p-swg,9,058
002049,羞,j,d-p-h-h-h-p-hz-s-h-h,3,183
002050,羔,m,d-p-h-h-s-h-d-d-d-d,3,084
002051,瓶,s,d-p-h-h-p-s-h-st-hzwg-d,2,119
002052,拳,m,d-p-h-h-p-n-p-h-h-sg,3,116
002053,粉,m,d-p-h-s-p-d-p-n-hzg-p,2,173
002054,料,h,d-p-h-s-p-d-d-d-h-s,2,088
002055,益,t,d-p-h-p-d-s-hz-s-s-h,3,144
002056,兼,m,d-p-h-hz-h-h-s-s-p-n,3,021
002057,烤,h,d-p-p-d-h-s-h-p-h-szzg,2,096
002058,烘,h,d-p-p-d-h-s-s-h-p-d,2,096
002059,烦,h,d-p-p-d-h-p-s-hz-p-d,2,096
002060,烧,h,d-p-p-d-h-xg-p-h-p-swg,2,096
002061,烛,h,d-p-p-d-s-hz-h-s-h-d,2,096
002062,烟,h,d-p-p-d-s-hz-h-p-d-h,2,096
002063,烙,h,d-p-p-d-p-hp-n-s-hz-h,2,096
002064,递,h,d-p-hz-h-szzg-s-p-d-hzzp-n,8,043
002065,涛,s,d-d-t-h-h-h-p-h-sg-d,2,068
002066,浙,s,d-d-t-h-sg-t-p-p-h-s,4,068
002067,涝,s,d-d-t-h-s-s-d-hp-hzg-p,2,068
002068,浦,s,d-d-t-h-s-hzg-h-h-s-d,2,068
002069,酒,s,d-d-t-h-s-hz-p-sw-h-h,2,213
002070,涉,s,d-d-t-s-h-s-h-s-p-p,2,068
002071,消,s,d-d-t-s-d-p-s-hzg-h-h,2,068
002072,涡,s,d-d-t-s-hz-h-s-hzg-p-d,2,068
002073,浩,s,d-d-t-p-h-s-h-s-hz-h,2,068
002074,海,s,d-d-t-p-h-sz-hzg-d-h-d,2,068
002075,涂,s,d-d-t-p-n-h-h-sg-p-d,2,068
002076,浴,s,d-d-t-p-d-p-n-s-hz-h,2,068
002077,浮,s,d-d-t-p-d-d-p-hp-sg-h,2,068
002078,涣,s,d-d-t-p-hp-s-hz-h-p-n,2,068
002079,涤,s,d-d-t-p-hp-n-h-sg-p-d,2,068
002080,流,s,d-d-t-d-h-pz-d-p-s-swg,2,068
002081,润,s,d-d-t-d-s-hzg-h-h-s-h,2,068
002082,涧,s,d-d-t-d-s-hzg-s-hz-h-h,2,068
002083,涕,s,d-d-t-d-p-hz-h-szzg-s-p,2,068
002084,浪,s,d-d-t-d-hz-h-h-st-p-n,2,068
002085,浸,s,d-d-t-hz-h-h-d-hp-hp-n,2,068
002086,涨,s,d-d-t-hz-h-szzg-p-h-st-n,4,068
002087,烫,s,d-d-t-hzzzg-p-p-d-p-p-n,3,096
002088,涩,s,d-d-t-hzg-p-d-s-h-s-h,2,068
002089,涌,s,d-d-t-hp-d-s-hzg-h-h-s,2,068
002090,悖,s,d-d-s-h-s-d-hp-hp-sg-h,2,076
002091,悟,m,d-d-s-h-s-hz-h-s-hz-h,2,076
002092,悄,m,d-d-s-s-d-p-s-hzg-h-h,2,076
002093,悍,m,d-d-s-s-hz-h-h-h-h-s,2,076
002094,悔,s,d-d-s-p-h-sz-hzg-d-h-d,2,076
002095,悯,s,d-d-s-d-s-hzg-d-h-p-d,2,076
002096,悦,j,d-d-s-d-p-s-hz-h-p-swg,2,076
002097,害,s,d-d-hp-h-h-h-s-s-hz-h,5,059
002098,宽,m,d-d-hp-h-s-s-s-hz-p-swg,5,059
002099,家,m,d-d-hp-h-p-wg-p-p-p-n,3,059
002100,宵,j,d-d-hp-s-d-p-s-hzg-h-h,3,059
002101,宴,t,d-d-hp-s-hz-h-h-pd-p-h,5,059
002102,宾,s,d-d-hp-p-s-h-s-h-p-d,3,059
002103,窍,m,d-d-hp-p-d-h-s-t-h-szzg,3,157
002104,窄,j,d-d-hp-p-d-p-h-s-h-h,3,157
002105,容,t,d-d-hp-p-d-p-n-s-hz-h,3,059
002106,宰,j,d-d-hp-d-h-d-p-h-h-s,3,059
002107,案,t,d-d-hp-pd-p-h-h-s-p-n,3,102
002108,请,j,d-hzt-h-h-s-h-s-hzg-h-h,2,035
002109,朗,h,d-hz-h-h-st-d-p-hzg-h-h,2,129
002110,诸,j,d-hzt-h-s-h-p-s-hz-h-h,2,035
002111,诺,h,d-hzt-h-s-s-h-p-s-hz-h,2,035
002112,读,h,d-hzt-h-s-hp-d-d-h-p-d,2,035
002113,扇,j,d-hz-h-p-hzg-d-t-hzg-d-t,7,095
002114,诽,s,d-hzt-s-h-h-h-s-h-h-h,2,035
002115,袜,h,d-hp-s-p-d-h-h-s-p-n,2,158
002116,袖,j,d-hp-s-p-d-s-hz-h-s-h,2,158
002117,袍,s,d-hp-s-p-d-p-hzg-hz-h-swg,2,158
002118,被,s,d-hp-s-p-d-hp-p-s-hp-n,2,158
002119,祥,j,d-hp-s-d-d-p-h-h-h-s,2,115
002120,课,m,d-hzt-s-hz-h-h-h-s-p-n,2,035
002121,冥,s,d-hp-s-hz-h-h-d-h-p-d,5,026
002122,谁,j,d-hzt-p-s-d-h-h-h-s-h,2,035
002123,调,h,d-hzt-p-hzg-h-s-h-s-hz-h,2,035
002124,冤,t,d-hp-p-hp-s-hz-h-p-swg-d,3,026
002125,谅,h,d-hzt-d-h-s-hz-h-sg-p-d,2,035
002126,谆,j,d-hzt-d-h-s-hz-h-hp-sg-h,2,035
002127,谈,h,d-hzt-d-p-p-d-d-p-p-n,2,035
002128,谊,m,d-hzt-d-d-hp-s-hz-h-h-h,2,035
002129,剥,j,hz-h-h-sg-d-t-p-d-s-sg,2,016
002130,恳,m,hz-h-h-st-p-n-d-xg-d-d,3,125
002131,展,h,hz-h-p-h-s-s-h-st-p-n,7,064
002132,剧,j,hz-h-p-h-s-s-hz-h-s-sg,2,016
002133,屑,s,hz-h-p-s-d-p-s-hzg-h-h,7,064
002134,弱,j,hz-h-szzg-d-t-hz-h-szzg-d-t,2,049
002135,陵,h,hpwg-s-h-s-h-p-d-p-hp-n,2,020
002136,祟,j,sz-s-s-sz-s-h-h-sg-p-d,3,153
002137,陶,h,hpwg-s-p-hzg-p-h-h-s-sz-s,2,020
002138,陷,j,hpwg-s-p-hp-p-s-h-hz-h-h,2,020
002139,陪,s,hpwg-s-d-h-d-p-h-s-hz-h,2,020
002140,娱,m,pd-p-h-s-hz-h-h-h-p-n,2,060
002141,娟,m,pd-p-h-s-hz-h-s-hzg-h-h,2,060
002142,恕,h,pd-p-h-s-hz-h-d-xg-d-d,3,125
002143,娥,s,pd-p-h-p-h-sg-t-xg-p-d,2,060
002144,娘,h,pd-p-h-d-hz-h-h-st-p-n,2,060
002145,通,h,hp-d-s-hzg-h-h-s-d-hzzp-n,8,043
002146,能,h,pz-d-s-hzg-h-h-p-swg-p-swg,2,129
002147,难,m,hp-d-p-s-d-h-h-h-s-h,2,037
002148,预,m,hp-d-hp-sg-h-p-s-hz-p-d,2,179
002149,桑,m,hp-d-hp-d-hp-d-h-s-p-n,3,102
002150,绢,m,pz-pz-t-s-hz-h-s-hzg-h-h,2,069
002151,绣,j,pz-pz-t-p-h-s-p-n-hzzzg-p,2,069
002152,验,m,hz-szzg-t-p-n-h-d-d-p-h,2,057
002153,继,m,pz-pz-t-d-p-h-s-p-d-sz,2,069
002154,骏,j,hz-szzg-t-pz-d-p-d-p-hp-n,2,057
002155,球,m,h-h-s-t-h-sg-d-t-p-n-d,2,121
002156,琐,j,h-h-s-t-s-d-p-s-hz-p-d,2,121
002157,理,h,h-h-s-t-s-hz-h-h-s-h-h,2,121
002158,琉,h,h-h-s-t-d-h-pz-d-p-s-swg,2,121
002159,琅,h,h-h-s-t-d-hz-h-h-st-p-n,2,121
002160,捧,s,h-sg-t-h-h-h-p-n-h-h-s,2,067
002161,堵,j,h-s-t-h-s-h-p-s-hz-h-h,2,071
002162,措,j,h-sg-t-h-s-s-h-s-hz-h-h,2,067
002163,描,s,h-sg-t-h-s-s-s-hz-h-s-h,2,067
002164,域,t,h-s-t-h-s-hz-h-t-xg-p-d,2,071
002165,捺,h,h-sg-t-h-p-n-h-h-sg-p-d,2,067
002166,掩,m,h-sg-t-h-p-n-s-hz-h-h-swg,2,067
002167,捷,j,h-sg-t-h-hz-h-h-s-h-p-n,2,067
002168,排,s,h-sg-t-s-h-h-h-s-h-h-h,2,067
002169,焉,t,h-s-h-s-h-h-szzg-d-d-d-d,3,084
002170,掉,j,h-sg-t-s-h-s-hz-h-h-h-s,2,067
002171,捶,j,h-sg-t-p-h-s-h-s-s-h-h,2,067
002172,赦,j,h-s-h-p-sg-p-d-p-h-p-n,2,198
002173,堆,t,h-s-t-p-s-d-h-h-h-s-h,2,071
002174,推,j,h-sg-t-p-s-d-h-h-h-s-h,2,067
002175,埠,t,h-s-t-p-s-hz-h-hz-h-h-s,2,071
002176,掀,j,h-sg-t-p-p-h-s-p-hp-p-n,4,067
002177,授,j,h-sg-t-p-d-d-p-d-hp-hp-n,2,067
002178,捻,h,h-sg-t-p-n-d-hp-d-xg-d-d,2,067
002179,教,m,h-s-h-p-hp-sg-t-p-h-p-n,2,109
002180,掏,h,h-sg-t-p-hzg-p-h-h-s-sz-s,2,067
002181,掐,m,h-sg-t-p-hp-p-s-h-hz-h-h,2,067
002182,掠,h,h-sg-t-d-h-s-hz-h-sg-p-d,2,067
002183,掂,h,h-sg-t-d-h-p-s-h-s-hz-h,2,067
002184,培,t,h-s-t-d-h-d-p-h-s-hz-h,2,071
002185,接,h,h-sg-t-d-h-pd-p-h-pd-p-h,2,067
002186,掷,h,h-sg-t-d-p-h-h-p-d-hpwg-s,4,067
002187,控,m,h-sg-t-d-d-hp-p-d-h-s-h,2,067
002188,探,h,h-sg-t-d-hp-p-d-h-s-p-n,2,067
002189,据,m,h-sg-t-hz-h-p-h-s-s-hz-h,2,067
002190,掘,m,h-sg-t-hz-h-p-sz-s-s-sz-s,2,067
002191,掺,j,h-sg-t-pz-d-h-p-n-p-p-p,2,067
002192,职,h,h-s-s-h-h-t-s-hz-h-p-d,2,168
002193,基,t,h-s-s-h-h-h-p-n-h-s-h,3,071
002194,聆,h,h-s-s-h-h-t-p-n-d-hp-d,2,168
002195,勘,j,h-s-s-h-h-h-p-d-sz-hzg-p,2,025
002196,聊,h,h-s-s-h-h-t-p-st-p-hzg-s,2,168
002197,娶,m,h-s-s-h-h-t-hp-n-pd-p-h,3,060
002198,著,m,h-s-s-h-s-h-p-s-hz-h-h,3,038
002199,菱,m,h-s-s-h-s-h-p-d-p-hp-n,3,038
002200,勒,h,h-s-s-h-s-hz-h-h-s-hzg-p,2,025
002201,黄,t,h-s-s-h-s-hz-h-s-h-p-d,5,248
002202,菲,m,h-s-s-s-h-h-h-s-h-h-h,3,038
002203,萌,m,h-s-s-s-hz-h-h-p-hzg-h-h,3,038
002204,萝,m,h-s-s-s-hz-s-s-h-p-hp-d,3,038
002205,菌,m,h-s-s-s-hz-p-h-s-p-d-h,3,038
002206,萎,m,h-s-s-p-h-s-p-n-pd-p-h,5,038
002207,菜,m,h-s-s-p-d-d-p-h-s-p-n,3,038
002208,萄,m,h-s-s-p-hzg-p-h-h-s-sz-s,3,038
002209,菊,m,h-s-s-p-hzg-d-p-h-s-p-d,3,038
002210,菩,m,h-s-s-d-h-d-p-h-s-hz-h,5,038
002211,萍,s,h-s-s-d-d-t-h-d-p-h-s,3,038
002212,菠,s,h-s-s-d-d-t-hp-p-s-hp-n,3,038
002213,萤,m,h-s-s-d-hp-s-hz-h-s-h-d,5,038
002214,营,m,h-s-s-d-hp-s-hz-h-s-hz-h,5,038
002215,乾,m,h-s-s-hz-h-h-h-s-p-h-hzwg,2,006
002216,萧,m,h-s-s-hz-h-h-s-p-s-p-d,3,038
002217,萨,m,h-s-s-hpwg-s-d-h-d-p-h-p,3,038
002218,菇,m,h-s-s-pd-p-h-h-s-s-hz-h,3,038
002219,械,m,h-s-p-d-h-h-p-s-xg-p-d,2,102
002220,彬,m,h-s-p-d-h-s-p-d-p-p-p,4,063
002221,梦,m,h-s-p-d-h-s-p-n-p-hp-d,3,102
002222,婪,m,h-s-p-d-h-s-p-n-pd-p-h,3,060
002223,梗,m,h-s-p-d-h-s-hz-h-h-p-n,2,102
002224,梧,m,h-s-p-d-h-s-hz-h-s-hz-h,2,102
002225,梢,m,h-s-p-d-s-d-p-s-hzg-h-h,2,102
002226,梅,m,h-s-p-d-p-h-sz-hzg-d-h-d,2,102
002227,检,m,h-s-p-d-p-n-h-d-d-p-h,2,102
002228,梳,m,h-s-p-d-d-h-pz-d-p-s-swg,2,102
002229,梯,m,h-s-p-d-d-p-hz-h-szzg-s-p,2,102
002230,桶,m,h-s-p-d-hp-d-s-hzg-h-h-s,2,102
002231,梭,m,h-s-p-d-pz-d-p-d-p-hp-n,2,102
002232,救,m,h-sg-d-t-p-d-d-p-h-p-n,2,109
002233,曹,j,h-s-hz-h-s-s-h-s-hz-h-h,3,128
002234,副,j,h-s-hz-h-s-hz-h-s-h-s-sg,2,016
002235,票,s,h-s-hz-s-s-h-h-h-sg-p-d,3,153
002236,酝,t,h-s-hz-p-sw-h-h-h-h-pz-d,2,213
002237,酗,j,h-s-hz-p-sw-h-h-p-d-sw-s,2,213
002238,厢,m,h-p-h-s-p-d-s-hz-h-h-h,7,014
002239,戚,h,h-p-s-h-h-sg-p-d-xg-p-d,9,093
002240,硅,t,h-p-s-hz-h-h-s-h-h-s-h,2,151
002241,硕,t,h-p-s-hz-h-h-p-s-hz-p-d,2,151
002242,奢,j,h-p-n-h-s-h-p-s-hz-h-h,3,045
002243,盔,m,h-p-d-p-p-n-s-hz-s-s-h,3,144
002244,爽,j,h-p-d-p-d-p-d-p-d-p-n,1,127
002245,聋,h,h-p-swg-p-d-h-s-s-h-h-h,3,168
002246,袭,j,h-p-swg-p-d-d-h-p-st-p-n,3,187
002247,盛,j,h-p-hzg-xg-p-d-s-hz-s-s-h,3,144
002248,匾,s,h-d-hz-h-p-s-hzg-h-s-s-sz,11,019
002249,雪,s,h-d-hp-s-d-d-d-d-hz-h-h,3,218
002250,辅,s,h-pz-s-t-h-s-hzg-h-h-s-d,2,086
002251,辆,h,h-pz-s-t-h-s-hzg-p-d-p-d,2,086
002252,颅,h,s-h-hz-h-p-h-p-s-hz-p-d,2,179
002253,虚,s,s-h-hp-p-h-swg-s-s-d-p-h,7,171
002254,彪,s,s-h-hp-p-h-swg-p-hzwg-p-p-p,8,063
002255,雀,j,s-p-d-p-s-d-h-h-h-s-h,3,230
002256,堂,t,s-d-p-d-hp-s-hz-h-h-s-h,5,071
002257,常,j,s-d-p-d-hp-s-hz-h-s-hzg-s,5,055
002258,眶,m,s-hz-h-h-h-h-h-h-s-h-sz,2,146
002259,匙,j,s-hz-h-h-h-s-h-p-n-p-swg,8,011
002260,晨,j,s-hz-h-h-h-p-h-h-st-p-n,3,113
002261,睁,j,s-hz-h-h-h-p-hp-hz-h-h-sg,2,146
002262,眯,s,s-hz-h-h-h-d-p-h-s-p-n,2,146
002263,眼,m,s-hz-h-h-h-hz-h-h-st-p-n,2,146
002264,悬,m,s-hz-h-h-h-pz-d-d-xg-d-d,3,125
002265,野,t,s-hz-h-h-s-h-t-hp-d-hp-sg,2,205
002266,啪,t,s-hz-h-h-sg-t-p-s-hz-h-h,4,056
002267,啦,h,s-hz-h-h-sg-t-d-h-d-p-h,4,056
002268,曼,s,s-hz-h-h-s-hz-s-s-h-hp-n,5,128
002269,晦,s,s-hz-h-h-p-h-sz-hzg-d-h-d,2,113
002270,晚,s,s-hz-h-h-p-hp-s-hz-h-p-swg,2,113
002271,啄,h,s-hz-h-h-p-wg-p-p-d-p-n,2,056
002272,啡,s,s-hz-h-s-h-h-h-s-h-h-h,2,056
002273,距,m,s-hz-h-s-h-s-t-h-hz-h-sz,2,216
002274,趾,j,s-hz-h-s-h-s-t-s-h-s-h,2,216
002275,啃,m,s-hz-h-s-h-s-h-s-hzg-h-h,2,056
002276,跃,t,s-hz-h-s-h-s-t-p-h-p-n,2,216
002277,略,h,s-hz-h-s-h-p-hp-n-s-hz-h,2,155
002278,蚯,m,s-hz-h-s-h-d-p-s-h-s-h,2,166
002279,蛀,j,s-hz-h-s-h-d-d-h-h-s-h,2,166
002280,蛇,j,s-hz-h-s-h-d-d-d-hp-p-swg,2,166
002281,唬,s,s-hz-h-s-h-hp-p-h-swg-p-hzwg,2,056
002282,累,h,s-hz-h-s-h-pz-pz-d-sg-p-d,3,191
002283,鄂,m,s-hz-h-s-hz-h-h-h-szzg-hpwg-s,2,020
002284,唱,j,s-hz-h-s-hz-h-h-s-hz-h-h,2,056
002285,患,s,s-hz-h-s-hz-h-s-d-xg-d-d,3,125
002286,啰,h,s-hz-h-s-hz-s-s-h-p-hp-d,2,056
002287,唾,h,s-hz-h-p-h-s-h-s-s-h-h,2,056
002288,唯,t,s-hz-h-p-s-d-h-h-h-s-h,2,056
002289,啤,s,s-hz-h-p-s-hz-h-h-p-h-s,2,056
002290,啥,j,s-hz-h-p-n-h-h-s-s-hz-h,2,056
002291,啸,m,s-hz-h-hz-h-h-s-p-s-p-d,2,056
002292,崖,t,s-sz-s-h-p-h-s-h-h-s-h,3,062
002293,崎,t,s-sz-s-h-p-d-h-s-hz-h-sg,2,062
002294,崭,t,s-sz-s-h-pz-s-t-p-p-h-s,3,062
002295,逻,h,s-hz-s-s-h-p-hp-d-d-hzzp-n,8,043
002296,崔,m,s-sz-s-p-s-d-h-h-h-s-h,3,062
002297,帷,t,s-hzg-s-p-s-d-h-h-h-s-h,2,055
002298,崩,t,s-sz-s-p-hzg-h-h-p-hzg-h-h,3,062
002299,崇,j,s-sz-s-d-d-hp-h-h-sg-p-d,3,062
002300,崛,t,s-sz-s-hz-h-p-sz-s-s-sz-s,2,062
002301,婴,t,s-hz-p-d-s-hz-p-d-pd-p-h,3,060
002302,圈,m,s-hz-d-p-h-h-p-n-hzg-swg-h,12,072
002303,铐,j,p-h-h-h-st-h-s-h-p-h-szzg,2,140
002304,铛,j,p-h-h-h-st-s-d-p-hz-h-h,2,140
002305,铝,j,p-h-h-h-st-s-hz-h-s-hz-h,2,140
002306,铜,j,p-h-h-h-st-s-hzg-h-s-hz-h,2,140
002307,铭,j,p-h-h-h-st-p-hp-d-s-hz-h,2,140
002308,铲,j,p-h-h-h-st-d-h-d-p-h-p,2,140
002309,银,j,p-h-h-h-st-hz-h-h-st-p-n,2,140
002310,矫,m,p-h-h-p-d-p-h-p-n-p-s,2,152
002311,甜,h,p-h-s-s-hz-h-h-s-s-h-h,2,137
002312,秸,m,p-h-s-p-d-h-s-h-s-hz-h,2,139
002313,梨,h,p-h-s-p-d-s-sg-h-s-p-n,3,102
002314,犁,h,p-h-s-p-d-s-sg-p-h-h-s,3,104
002315,秽,j,p-h-s-p-d-s-sz-s-p-hp-d,2,139
002316,移,t,p-h-s-p-d-p-hp-d-p-hp-d,2,139
002317,笨,m,p-h-d-p-h-d-h-s-p-n-h,3,188
002318,笼,m,p-h-d-p-h-d-h-p-swg-p-d,3,188
002319,笛,m,p-h-d-p-h-d-s-hz-h-s-h,3,188
002320,笙,m,p-h-d-p-h-d-p-h-h-s-h,3,188
002321,符,m,p-h-d-p-h-d-p-s-h-sg-d,3,188
002322,第,m,p-h-d-p-h-d-hz-h-szzg-s-p,3,188
002323,敏,s,p-h-sz-hzg-d-h-d-p-h-p-n,2,109
002324,做,j,p-s-h-s-s-hz-h-p-h-p-n,4,029
002325,袋,h,p-s-h-xg-d-d-h-p-st-p-n,3,187
002326,悠,t,p-s-s-p-h-p-n-d-xg-d-d,3,125
002327,偿,j,p-s-s-d-p-d-hp-h-h-pz-d,2,029
002328,偶,m,p-s-s-hz-h-h-s-hzg-s-t-d,2,029
002329,偎,s,p-s-s-hz-h-s-h-h-st-p-n,2,029
002330,偷,j,p-s-p-n-h-s-hzg-h-h-s-sg,2,029
002331,您,h,p-s-p-hp-sg-p-d-d-xg-d-d,3,125
002332,售,j,p-s-d-h-h-h-s-h-s-hz-h,3,056
002333,停,h,p-s-d-h-s-hz-h-d-hp-h-sg,2,029
002334,偏,s,p-s-d-hz-h-p-s-hzg-h-s-s,2,029
002335,躯,m,p-s-hzg-h-h-h-p-h-p-d-sz,2,208
002336,兜,m,p-s-hz-h-h-p-st-hz-h-p-swg,3,017
002337,假,m,p-s-hz-h-s-h-h-hz-h-hp-n,4,029
002338,衅,j,p-s-hz-s-s-t-d-p-h-h-s,2,182
002339,徘,s,p-p-s-s-h-h-h-s-h-h-h,2,040
002340,徙,j,p-p-s-s-h-s-h-s-h-p-n,2,040
002341,得,j,p-p-s-s-hz-h-h-h-h-sg-d,2,040
002342,衔,j,p-p-s-p-h-h-h-st-h-h-sg,4,181
002343,盘,s,p-p-hzg-d-h-d-s-hz-s-s-h,3,144
002344,舶,s,p-p-hzg-d-h-d-p-s-hz-h-h,2,186
002345,船,j,p-p-hzg-d-h-d-p-hzw-s-hz-h,2,186
002346,舵,h,p-p-hzg-d-h-d-d-d-hp-p-swg,2,186
002347,斜,j,p-d-h-h-sg-p-d-d-d-h-s,2,088
002348,盒,s,p-n-h-s-hz-h-s-hz-s-s-h,3,144
002349,鸽,m,p-d-h-s-hz-h-p-hzg-d-szzg-h,2,148
002350,敛,m,p-d-h-d-d-p-t-p-h-p-n,2,109
002351,悉,j,p-d-p-h-s-p-n-d-xg-d-d,3,125
002352,欲,t,p-d-p-d-s-hz-h-p-hp-p-n,2,111
002353,彩,j,p-d-d-p-h-s-p-d-p-p-p,2,063
002354,领,h,p-d-d-hp-d-h-p-s-hz-p-d,2,179
002355,脚,m,p-hzg-h-h-h-s-h-pz-d-hzg-s,4,129
002356,脖,s,p-hzg-h-h-h-s-d-hp-hp-sg-h,2,129
002357,脯,s,p-hzg-h-h-h-s-hzg-h-h-s-d,2,129
002358,豚,h,p-hzg-h-h-h-p-wg-p-p-p-n,2,209
002359,脸,h,p-hzg-h-h-p-n-h-d-d-p-h,2,129
002360,脱,h,p-hzg-h-h-d-p-s-hz-h-p-swg,2,129
002361,象,j,p-hp-s-hz-h-p-wg-p-p-p-n,5,209
002362,够,s,p-hzg-s-hz-h-p-hp-d-p-hp-d,2,074
002363,逸,t,p-hp-s-hz-h-p-swg-d-d-hzzp-n,8,043
002364,猜,j,p-wg-p-h-h-s-h-s-hzg-h-h,2,061
002365,猪,h,p-wg-p-h-s-h-p-s-hz-h-h,2,061
002366,猎,s,p-wg-p-h-s-s-h-s-hz-h-h,2,061
002367,猫,s,p-wg-p-h-s-s-s-hz-h-s-h,2,061
002368,凰,s,p-hzwg-p-s-hz-h-h-h-h-s-h,9,022
002369,猖,j,p-wg-p-s-hz-h-h-s-hz-h-h,2,061
